ID (do not edit),Content type,Element type,Source language (PL),Target language (EN)
"{""contentId"":""1519253d-ba34-413c-9b55-83e25bd05da6"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Olejek Tajski Oryginalny Rozgrzewający Muay Thai, Namman Muay Boxing, 60ml",
"{""contentId"":""1519253d-ba34-413c-9b55-83e25bd05da6"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<h1>Oryginalny Tajski Olejek Namman Muay Boxing Liniment</h1><h2>⭐ Rozgrzewający</h2><h2>⭐ Pojemność - 60 ml</h2><h2>⭐ Świetny dla osób trenujących, a także masażystów</h2><p>Olejek tajski Namman Muay Boxing Liniment to preparat o działaniu rozgrzewającym. Produkt pochodzi prosto z Tajlandii i jest wykorzystywany od wielu lat przez sportowców z różnych dziedzin, a zwłaszcza boksu.&nbsp;<b>Olejek świetnie sprawdzi się do przygotowania mięśni przed treningiem, wykonania masazu sportowego, a także w przypadku niektórych kontuzji i urazów.</b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<h2>Zalety olejku tajskiego Namman Muay Boxing Liniment:</h2>
<p><b>✅ Rozgrzewanie mięśni</b>: Olejek Namman Muay zawiera składniki, które pomagają w rozgrzewaniu mięśni przed treningiem lub zawodami. To może pomóc zwiększyć elastyczność mięśni oraz zmniejszyć ryzyko kontuzji.</p>
<p><b>✅ Ulga w bólu mięśniowym</b>: Dzięki zawartości substancji rozgrzewających, olejek ten może pomóc w łagodzeniu bólu mięśniowego spowodowanego intensywnym treningiem lub nadmiernym wysiłkiem fizycznym.</p>
<p><b>✅ Poprawa krążenia</b>: Składniki w olejku Namman Muay mogą pomóc w poprawie krążenia krwi, co może wspomóc proces regeneracji mięśni po treningu.</p>
<p><b>✅</b>&nbsp;<b>Łagodzenie napięcia mięśniowego</b>: Stosowanie olejku może pomóc w rozluźnieniu napiętych mięśni, co może przyczynić się do ogólnego uczucia ulgi i komfortu.</p>
<p><b>✅ Wsparcie w leczeniu drobnych urazów</b>: W przypadku lekkich siniaków, stłuczeń lub naciągnięć, olejek może pomóc w redukcji opuchlizny i bólu, przyspieszając proces gojenia.</p>
<p><b>✅ Stosowanie przed aktywnością fizyczną</b>: Olejek jest powszechnie używany przed treningiem lub zawodami, aby przygotować ciało do wysiłku fizycznego poprzez rozgrzanie mięśni.</p>
<p><b>✅</b>&nbsp;<b>Przyjemność i relaksacja</b>: Aplikowanie olejku tajskiego Namman Muay może przynieść uczucie odprężenia i relaksu dzięki działaniu składników aromaterapeutycznych.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Specyfikacja olejku tajskiego Namman Muay Boxing Liniment:</b></p>
<p>▶️ <b>Kraj produkcji:</b> <b>Tajlandia</b></p>
<p>▶️ <b>Skład:</b> paraffinum liquidum, aqua, alcohol denat, ethyl salicylate, aucalyptus globulus leaf oil, menthol, cupressus sempervirens oil, dimethyl sulfone, eugenia caryophyllus bud oil, cymbopogon flexuosus oil, camphor, juniperus commiunis fruit oil, vanillyl butyl ether, zingiber officinale root extract, tocopheryl acetate, capsicum frutescens fruit extract, helianthys annuus seed oil, methyl salicylate</p>
<p>▶️ <b>Pojemność:</b> 60 ml</p>

</div>


<div class=""item item-12"">
</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<h1>Oryginalny Tajski Olejek Namman Muay Boxing Liniment</h1><h2>⭐ Rozgrzewający</h2><h2>⭐ Pojemność - 60 ml</h2><h2>⭐ Świetny dla osób trenujących, a także masażystów</h2><p>Namman Muay Thai Boxing Liniment is a warming agent. The product comes straight from Thailand and has been used for many years by athletes from various fields, especially boxing. The oil is excellent for preparing muscles before training, performing sports massages, and in the case of certain injuries and traumas.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<h2>Zalety olejku tajskiego Namman Muay Boxing Liniment:</h2>
<p>✅ Muscle warming: Namman Muay oil contains ingredients that help in warming up muscles before training or competitions. This can help increase muscle flexibility and reduce the risk of injury.</p>
<p>✅ Relief from muscle pain: Thanks to its warming substances, this oil can help alleviate muscle pain caused by intense training or excessive physical exertion.</p>
<p>✅ Improved circulation: The ingredients in Namman Muay oil may help improve blood circulation, which can support the muscle recovery process after training.</p>
<p>✅Muscle tension relief: Using the oil can help relax tense muscles, which may contribute to an overall feeling of relief and comfort.</p>
<p>✅ Support in treating minor injuries: In the case of light bruises, contusions, or strains, the oil can help reduce swelling and pain, accelerating the healing process.</p>
<p>✅ Use before physical activity: The oil is commonly used before training or competitions to prepare the body for physical exertion by warming up the muscles.</p>
<p>The pleasure and relaxation: Applying Namman Muay Thai oil can bring a sense of relaxation and calm due to the action of its aromatherapeutic ingredients.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Specification of Thai Oil Namman Muay Boxing Liniment:</p>
<p>▶️Country of production: Thailand</p>
<p>▶️Ingredients: paraffinum liquidum, aqua, alcohol denat, ethyl salicylate, eucalyptus globulus leaf oil, menthol, cupressus sempervirens oil, dimethyl sulfone, eugenia caryophyllus bud oil, cymbopogon flexuosus oil, camphor, juniperus communis fruit oil, vanillyl butyl ether, zingiber officinale root extract, tocopheryl acetate, capsicum frutescens fruit extract, helianthus annuus seed oil, methyl salicylate</p>
<p>▶️Capacity: 60 ml</p>
</div>
<div class=""item item-12"">
</div>
"
"{""contentId"":""3018200d-e99a-4c29-bf0d-29810791f1ae"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajska Maska Hydrożelowa do Twarzy, Niacynamid i Kolagen Baby Bright, 20g",
"{""contentId"":""3018200d-e99a-4c29-bf0d-29810791f1ae"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Tajska maska hydrożelowa Baby Bright Vita Drip – intensywna regeneracja i rozświetlenie skóry - Baby Bright Vita Drip Fill-Lagen Hydrogel Mask 20g</h2>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Odkryj sekret promiennej cery dzięki tajskiej maseczce hydrożelowej Baby Bright Vita Drip. To innowacyjna maska w formie oddzielnych płatów hydrożelowych, bogata w:</p><ul><li><b>5% Niacynamid (witamina B3) </b>– rozjaśnia przebarwienia, wyrównuje koloryt skóry, działa przeciwzmarszczkowo.</li><li><b>Witaminy A, B5, C, E </b>– regenerują, odżywiają i wspierają naturalną barierę ochronną skóry.</li><li><b>Alfa arbutyna + glutation</b> – silne antyoksydanty redukujące oznaki zmęczenia, szarą cerę i matowość.</li><li><b>Centella Asiatica</b> – koi, łagodzi stany zapalne, redukuje zaczerwienienia i przyspiesza gojenie.</li><li><b>9 form kwasu hialuronowego</b> – intensywne nawilżenie i poprawa elastyczności skóry.</li></ul><p><b>Jak używać:</b></p><ol><li>Oczyść dokładnie twarz.</li><li>Zdejmij cienką folię ochronną i nałóż maskę hydrożelową na skórę.</li><li>Pozostaw na 3–6 godzin (możesz stosować również na noc).</li><li>Zdejmij maskę i delikatnie wmasuj pozostałe serum w skórę.</li><li>Używaj 2–3 razy w tygodniu dla najlepszych rezultatów.</li></ol><p><b>⚠️ Ostrzeżenia:</b></p><ul><li>Unikać kontaktu z oczami.</li><li>Nie stosować na podrażnioną skórę.</li><li>Przerwać stosowanie w przypadku wystąpienia reakcji alergicznej.</li><li>Trzymać poza zasięgiem dzieci.</li></ul><p>Dlaczego warto?</p><p>✅ Skład oparty na naturalnych składnikach</p><p>✅ Widoczne efekty już po kilku użyciach</p><p>✅ Bezpieczna formuła – przebadana dermatologicznie</p><p>✅ Produkt oryginalny z Tajlandii</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Dodatkowe informacje:</b></p><ul><li>Kraj produkcji: Tajlandia</li><li>Opakowanie: saszetka</li><li>Waga: 20 g</li><li>Ilość: 1 saszetka</li></ul>

</div>
","
<div class=""item item-12"">
<h2>Tajska maska hydrożelowa Baby Bright Vita Drip – intensywna regeneracja i rozświetlenie skóry - Baby Bright Vita Drip Fill-Lagen Hydrogel Mask 20g</h2>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Discover the secret to radiant skin with the Thai hydrogel mask Baby Bright Vita Drip. This innovative mask comes in the form of separate hydrogel patches, rich in:</p><ul>5% Niacinamide (Vitamin B3) – brightens discolorations, evens skin tone, and has anti-aging effects. Vitamins A, B5, C, E – regenerate, nourish, and support the skin's natural protective barrier. Alpha Arbutin + Glutathione – powerful antioxidants that reduce signs of fatigue, dullness, and lackluster skin. Centella Asiatica – soothes, alleviates inflammation, reduces redness, and accelerates healing. 9 forms of Hyaluronic Acid – provide intense hydration and improve skin elasticity.</ul><p>How to use:</p><ol><li>Clean your face thoroughly.</li><li>Remove the thin protective film and apply the hydrogel mask to the skin.</li><li>Leave for 3–6 hours (you can also apply overnight).</li><li>Remove the mask and gently massage the remaining serum into the skin.</li><li>Use 2–3 times a week for best results.</li></ol><p>⚠️ Warnings:</p><ul>Avoid contact with eyes. Do not apply to irritated skin. Discontinue use if an allergic reaction occurs. Keep out of reach of children.</ul><p>Why is it worth it?</p><p>✅ Composition based on natural ingredients</p><p>✅ Visible effects after just a few uses</p><p>✅ Safe formula – dermatologically tested</p><p>✅ Original product from Thailand</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Additional information:</p><ul>Country of production: Thailand Packaging: sachet Weight: 20 g Quantity: 1 sachet</ul>
</div>
"
"{""contentId"":""37bf9251-3eeb-4469-898a-2564ee0337a4"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajska Ziołowa Skoncentrowana Pasta do Zębów Yim Siam, 25g",
"{""contentId"":""37bf9251-3eeb-4469-898a-2564ee0337a4"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Yim Siam Concentrate Herbal&nbsp;Toothpaste - Tajska Ziołowa Skoncentrowana Pasta do Zębów Yim Siam, 25g</h2><p>Tajska skoncentrowana pasta do zębów Yim Siam to naturalne rozwiązanie do codziennej higieny jamy ustnej. Dzięki wysokiej koncentracji składników aktywnych skutecznie usuwa osad nazębny, wzmacnia dziąsła i zapewnia długotrwałą świeżość oddechu.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Pasta Yim Siam Concentrate Herbal Toothpaste została stworzona specjalnie z myślą o naturalnej pielęgnacji jamy ustnej. Zawiera mieszankę ziół, które pomagają chronić szkliwo, zwalczać bakterie i poprawiać stan dziąseł.</p><p><b>Zalety pasty do zębów Yim Siam:</b></p><ul><li>Naturalna formuła bez fluoru</li><li>Silnie skoncentrowana formuła</li><li>Wzmacnia dziąsła i szkliwo</li><li>Odświeża oddech</li><li>Pomaga w walce z kamieniem nazębnym</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Skład:</b></p><ul><li>węglan wapnia (Calcium Carbonate)</li><li>mentol (Menthol)</li><li>kamfora (Camphor)</li><li>olej z liści goździka (Clove Leaf Oil) (Eugenia Caryophyllus)</li><li>ekstrakt z liści szałwii (Salvia Officinalis Leaf Extract)</li><li>ekstrakt z liści Streblus Asper</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><ol><li>Używać nie więcej niż ilość wielkości zielonego groszku.</li><li>Nie mieszać z inną pastą do zębów.</li><li>Tworzy dużo piany.</li><li>Bez aromatów.</li><li>Stosować rano i wieczorem lub w razie potrzeby do czyszczenia zębów (zgodnie z zaleceniem stomatologa).</li></ol><p><b>Środki ostrożności:</b> Unikać kontaktu z oczami. W przypadku podrażnienia zaprzestać stosowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki </b><b>przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b> 25g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-12"">
</div>
","
<div class=""item item-12"">
<h2>Yim Siam Concentrate Herbal Toothpaste - Tajska Ziołowa Skoncentrowana Pasta do Zębów Yim Siam, 25g</h2><p>Thai concentrated toothpaste Yim Siam is a natural solution for daily oral hygiene. With a high concentration of active ingredients, it effectively removes dental plaque, strengthens gums, and ensures long-lasting fresh breath.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Pasta Yim Siam Concentrate Herbal Toothpaste was created specifically with natural oral care in mind. It contains a blend of herbs that help protect enamel, fight bacteria, and improve gum health.</p><p>Advantages of Yim Siam toothpaste:</p><ul>Natural formula without fluoride
Highly concentrated formula
Strengthens gums and enamel
Refreshes breath
Helps fight tartar</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Composition:</p><ul>calcium carbonate menthol camphor clove leaf oil (Eugenia Caryophyllus) sage leaf extract (Salvia Officinalis Leaf Extract) Streblus Asper leaf extract</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>How to use:</p><ol><li>Use no more than the amount of a pea.</li><li>Do not mix with other toothpaste.</li><li>Creates a lot of foam.</li><li>Without fragrances.</li><li>Use in the morning and evening or as needed for cleaning teeth (as recommended by your dentist).</li></ol><p>Precautions: Avoid contact with eyes. Discontinue use if irritation occurs.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Storage conditions:</p><p>Store at room temperature, in a dry place, away from direct sunlight.</p><p>Weight: 25g</p><p>Country of origin: Thailand</p>
</div>
<div class=""item item-12"">
</div>
"
"{""contentId"":""68e06429-130e-4f66-a491-70873cd8473d"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajski Naturalny Dezodorant Mineralny Hipoalergiczny Grace z Kurkumą, 50 g",
"{""contentId"":""68e06429-130e-4f66-a491-70873cd8473d"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Grace Natural Deodorant Turmeric.Dezodorant kryształowy Grace – naturalny tajski dezodorant z mineralnymi solami i ekstraktem z kurkumy.</b></p><p><b>Główne zalety:</b></p><ul><li>Skutecznie eliminuje zapach potu – aktywne składniki mineralne neutralizują bakterie powodujące nieprzyjemny zapach.</li><li>Ekonomiczny – jeden kryształ (50 g) wystarcza na 2 lata codziennego użytkowania.</li><li>Hipoalergiczny – nie powoduje podrażnień i alergii, odpowiedni dla wszystkich rodzajów skóry, w tym wrażliwej.</li><li>Efekt nawilżający – dzięki ekstraktowi z kurkumy skóra pozostaje miękka i zadbana.</li><li>Bezpieczny – wykonany z naturalnych ałunów amonowych, nie zawiera alkoholu, parabenów, silikonów ani sztucznych substancji zapachowych.</li><li>Nie zatyka porów – nie zakłóca naturalnego procesu pocenia i nie powoduje stanów zapalnych w miejscach usuwania owłosienia.</li><li>Nie pozostawia śladów na ubraniach – można go stosować o każdej porze dnia.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Jak działa dezodorant-kryształ?</b></p>
<p>Ałuny amonowe eliminują bakterie powodujące zapach potu, zapewniając ochronę na 24 godziny. Produkt jest odpowiedni zarówno dla mężczyzn, jak i kobiet, a także dla nastolatków. Ponadto można go stosować do pielęgnacji skóry po goleniu oraz w przypadku ukąszeń owadów.</p>
<p><b>Sposób użycia:</b></p>
<ol>
<li>Przed użyciem zwilż kryształ wodą.</li>
<li>Kilkukrotnie przeciągnij nim po czystej, wilgotnej skórze pach, stóp lub innych miejsc.</li>
<li>Poczekaj, aż całkowicie wyschnie przed założeniem ubrań.</li>
<li>W przypadku przypadkowego uszkodzenia dezodorantu, można go rozpuścić w wodzie i stosować w formie sprayu.</li>
</ol>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Dodatkowe możliwości zastosowania:</b></p>
<ul>
<li>Przyspiesza gojenie drobnych ran i skaleczeń – posiada właściwości antyseptyczne.</li>
<li>Pomaga w profilaktyce infekcji grzybiczych – idealny do pielęgnacji stóp.</li>
<li>Łagodzi swędzenie i stany zapalne po ukąszeniach owadów.</li>
<li>Neutralizuje silne zapachy (np. czosnku lub ryby).</li>
</ul>
<p><b>Skład:</b></p>
<p>Woda, ałuny amonowe, ekstrakt z kurkumy, naturalne minerały.</p>
<p><b>Dodatkowe informacje:</b></p>
<ul>
<li>Kraj produkcji: Tajlandia</li>
<li>Opakowanie: Plastikowy pojemnik</li>
<li>Pojemność: 50 g</li>
<li>Ilość: 1 pojemnik</li>
<li>Czas działania: 24 godziny</li>
</ul>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Możliwe przeciwwskazania i środki ostrożności:</b></p><ul><li>Indywidualna nietolerancja składników – w rzadkich przypadkach może wystąpić reakcja alergiczna na ałuny amonowe lub ekstrakt z kurkumy.</li><li>Nie zaleca się stosowania bezpośrednio po goleniu lub depilacji – ponieważ jest to dezodorant solny, może powodować lekkie szczypanie lub podrażnienie na świeżo ogolonej skórze. Zaleca się odczekanie 3-4 godzin przed aplikacją.</li><li>Nie stosować na uszkodzoną skórę – jeśli skóra jest poważnie zraniona, posiada głębokie rany lub oparzenia.</li><li>Alergia na kurkumę – kurkuma ma silne właściwości antybakteryjne, ale u niektórych osób może powodować podrażnienie lub zaczerwienienie skóry.</li><li>Nadwrażliwość skóry – jeśli po zastosowaniu pojawi się zaczerwienienie, swędzenie lub suchość, należy przerwać stosowanie i skonsultować się z dermatologiem.</li></ul><p>Dezodorant Grace jest uważany za hipoalergiczny i bezpieczny, ale przed pierwszym użyciem zaleca się przeprowadzenie testu alergicznego: nałożyć niewielką ilość na nadgarstek i obserwować reakcję skóry przez 24 godziny.</p>

</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Grace Natural Deodorant Turmeric. Grace crystal deodorant – natural Thai deodorant with mineral salts and turmeric extract.</p><p>Main advantages:</p><ul>Effectively eliminates sweat odor – active mineral ingredients neutralize odor-causing bacteria. Economical – one crystal (50 g) lasts for 2 years of daily use. Hypoallergenic – does not cause irritation or allergies, suitable for all skin types, including sensitive skin. Moisturizing effect – thanks to turmeric extract, the skin remains soft and well-cared for. Safe – made from natural ammonium alum, free from alcohol, parabens, silicones, and artificial fragrances. Does not clog pores – does not interfere with the natural sweating process and does not cause inflammation in hair removal areas. Leaves no marks on clothes – can be used at any time of the day.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>How does a crystal deodorant work?</p>
<p>Ammonium alum eliminates odor-causing bacteria, providing 24-hour protection. The product is suitable for both men and women, as well as teenagers. Additionally, it can be used for skincare after shaving and in case of insect bites.</p>
<p>Usage:</p>
<ol>
<li>Before use, moisten the crystal with water.</li>
<li>Swipe it several times over clean, damp skin of the armpits, feet, or other areas.</li>
<li>Wait until it is completely dry before putting on clothes.</li>
<li>In case of accidental damage to the deodorant, it can be dissolved in water and used as a spray.</li>
</ol>
<p>Конечно, пожалуйста, предоставьте текст, который вы хотите перевести.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Additional application possibilities:</p>
<ul>It accelerates the healing of minor wounds and cuts – has antiseptic properties. Helps in the prevention of fungal infections – ideal for foot care. Soothes itching and inflammation after insect bites. Neutralizes strong odors (e.g., garlic or fish).</ul>
<p>Composition:</p>
<p>Water, ammonium alum, turmeric extract, natural minerals.</p>
<p>Additional information:</p>
<ul>Country of production: Thailand
Packaging: Plastic container
Capacity: 50 g
Quantity: 1 container
Duration: 24 hours</ul>
<p>Конечно, пожалуйста, предоставьте текст для перевода.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Possible contraindications and precautions:</p><ul>Individual intolerance to ingredients – in rare cases, an allergic reaction to ammonium alum or turmeric extract may occur. It is not recommended to use directly after shaving or depilation – as this is a salt deodorant, it may cause slight stinging or irritation on freshly shaved skin. It is advisable to wait 3-4 hours before application. Do not use on damaged skin – if the skin is severely injured, has deep wounds or burns. Allergy to turmeric – turmeric has strong antibacterial properties, but it may cause irritation or redness in some individuals. Skin hypersensitivity – if redness, itching, or dryness occurs after use, discontinue use and consult a dermatologist.</ul><p>Grace deodorant is considered hypoallergenic and safe, but it is recommended to perform an allergy test before first use: apply a small amount to the wrist and observe the skin's reaction for 24 hours.</p>
</div>
"
"{""contentId"":""87035834-3fe9-427d-9639-c2d9a0e56569"",""fieldId"":""collection.name"",""sequencePath"":[]}",TEXT,collection,All Products,
"{""contentId"":""87035834-3fe9-427d-9639-c2d9a0e56569"",""fieldId"":""category.description"",""sequencePath"":[]}",TEXT,collection,"This is your category description. It’s a great place to tell customers what this category is about, connect with your audience and draw attention to your products.",
"{""contentId"":""91c83dda-f257-45a1-930f-143af5730af5"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajski balsam do ust Tropicana - kokos, witamin C i E, nawilża i chroni 10g",
